"","cost","degree","trainAcc","valAcc","valPrecision","valRecall","valF1_score","testAcc","testPrecision","testRecall","testF1_score"
"1",1,1,0.661245537485125,0.675,0.592207792207792,0.662790697674419,0.625514403292181,0.673008323424495,0.619047619047619,0.641095890410959,0.629878869448183
"2",11,1,0.661245537485125,0.676190476190476,0.59375,0.662790697674419,0.626373626373626,0.673008323424495,0.619047619047619,0.641095890410959,0.629878869448183
"3",21,1,0.661245537485125,0.675,0.592207792207792,0.662790697674419,0.625514403292181,0.673008323424495,0.619047619047619,0.641095890410959,0.629878869448183
"4",31,1,0.661642205474018,0.676190476190476,0.59375,0.662790697674419,0.626373626373626,0.673008323424495,0.619047619047619,0.641095890410959,0.629878869448183
"5",41,1,0.661245537485125,0.675,0.592207792207792,0.662790697674419,0.625514403292181,0.673008323424495,0.619047619047619,0.641095890410959,0.629878869448183
"6",51,1,0.661642205474018,0.676190476190476,0.59375,0.662790697674419,0.626373626373626,0.673008323424495,0.619047619047619,0.641095890410959,0.629878869448183
"7",61,1,0.661245537485125,0.675,0.592207792207792,0.662790697674419,0.625514403292181,0.673008323424495,0.619047619047619,0.641095890410959,0.629878869448183
"8",71,1,0.661245537485125,0.676190476190476,0.59375,0.662790697674419,0.626373626373626,0.673008323424495,0.619047619047619,0.641095890410959,0.629878869448183
"9",81,1,0.661245537485125,0.676190476190476,0.59375,0.662790697674419,0.626373626373626,0.673008323424495,0.619047619047619,0.641095890410959,0.629878869448183
"10",91,1,0.661245537485125,0.675,0.592207792207792,0.662790697674419,0.625514403292181,0.673008323424495,0.619047619047619,0.641095890410959,0.629878869448183
"11",101,1,0.661245537485125,0.675,0.592207792207792,0.662790697674419,0.625514403292181,0.673008323424495,0.619047619047619,0.641095890410959,0.629878869448183
"12",111,1,0.661642205474018,0.676190476190476,0.59375,0.662790697674419,0.626373626373626,0.673008323424495,0.619047619047619,0.641095890410959,0.629878869448183
"13",121,1,0.661245537485125,0.676190476190476,0.59375,0.662790697674419,0.626373626373626,0.673008323424495,0.619047619047619,0.641095890410959,0.629878869448183
"14",131,1,0.661245537485125,0.676190476190476,0.59375,0.662790697674419,0.626373626373626,0.673008323424495,0.619047619047619,0.641095890410959,0.629878869448183
"15",141,1,0.661642205474018,0.676190476190476,0.59375,0.662790697674419,0.626373626373626,0.673008323424495,0.619047619047619,0.641095890410959,0.629878869448183
"16",151,1,0.661245537485125,0.676190476190476,0.59375,0.662790697674419,0.626373626373626,0.673008323424495,0.619047619047619,0.641095890410959,0.629878869448183
"17",161,1,0.661245537485125,0.676190476190476,0.59375,0.662790697674419,0.626373626373626,0.673008323424495,0.619047619047619,0.641095890410959,0.629878869448183
"18",171,1,0.661245537485125,0.676190476190476,0.59375,0.662790697674419,0.626373626373626,0.673008323424495,0.619047619047619,0.641095890410959,0.629878869448183
"19",181,1,0.661245537485125,0.676190476190476,0.59375,0.662790697674419,0.626373626373626,0.673008323424495,0.619047619047619,0.641095890410959,0.629878869448183
"20",191,1,0.661642205474018,0.676190476190476,0.59375,0.662790697674419,0.626373626373626,0.671819262782402,0.617414248021108,0.641095890410959,0.629032258064516
"21",201,1,0.661245537485125,0.676190476190476,0.59375,0.662790697674419,0.626373626373626,0.671819262782402,0.617414248021108,0.641095890410959,0.629032258064516
"22",211,1,0.662038873462912,0.676190476190476,0.59375,0.662790697674419,0.626373626373626,0.671819262782402,0.617414248021108,0.641095890410959,0.629032258064516
"23",221,1,0.662038873462912,0.676190476190476,0.59375,0.662790697674419,0.626373626373626,0.671819262782402,0.617414248021108,0.641095890410959,0.629032258064516
"24",231,1,0.661642205474018,0.676190476190476,0.59375,0.662790697674419,0.626373626373626,0.671819262782402,0.617414248021108,0.641095890410959,0.629032258064516
"25",241,1,0.662038873462912,0.676190476190476,0.59375,0.662790697674419,0.626373626373626,0.671819262782402,0.617414248021108,0.641095890410959,0.629032258064516
"26",251,1,0.662038873462912,0.675,0.592207792207792,0.662790697674419,0.625514403292181,0.671819262782402,0.617414248021108,0.641095890410959,0.629032258064516
"27",261,1,0.661642205474018,0.676190476190476,0.59375,0.662790697674419,0.626373626373626,0.671819262782402,0.617414248021108,0.641095890410959,0.629032258064516
"28",271,1,0.662038873462912,0.676190476190476,0.59375,0.662790697674419,0.626373626373626,0.673008323424495,0.619047619047619,0.641095890410959,0.629878869448183
"29",281,1,0.661245537485125,0.676190476190476,0.59375,0.662790697674419,0.626373626373626,0.671819262782402,0.617414248021108,0.641095890410959,0.629032258064516
"30",291,1,0.660055533518445,0.675,0.592207792207792,0.662790697674419,0.625514403292181,0.671819262782402,0.617414248021108,0.641095890410959,0.629032258064516
"31",301,1,0.661642205474018,0.675,0.592207792207792,0.662790697674419,0.625514403292181,0.671819262782402,0.617414248021108,0.641095890410959,0.629032258064516
"32",311,1,0.661642205474018,0.676190476190476,0.59375,0.662790697674419,0.626373626373626,0.673008323424495,0.619047619047619,0.641095890410959,0.629878869448183
"33",321,1,0.661642205474018,0.676190476190476,0.59375,0.662790697674419,0.626373626373626,0.673008323424495,0.619047619047619,0.641095890410959,0.629878869448183
"34",331,1,0.661642205474018,0.675,0.592207792207792,0.662790697674419,0.625514403292181,0.671819262782402,0.617414248021108,0.641095890410959,0.629032258064516
"35",341,1,0.663625545418485,0.676190476190476,0.593264248704663,0.665697674418605,0.627397260273973,0.673008323424495,0.61968085106383,0.638356164383562,0.628879892037787
"36",351,1,0.661642205474018,0.675,0.592207792207792,0.662790697674419,0.625514403292181,0.673008323424495,0.619047619047619,0.641095890410959,0.629878869448183
"37",361,1,0.662038873462912,0.676190476190476,0.59375,0.662790697674419,0.626373626373626,0.673008323424495,0.619047619047619,0.641095890410959,0.629878869448183
"38",371,1,0.662038873462912,0.675,0.592207792207792,0.662790697674419,0.625514403292181,0.671819262782402,0.617414248021108,0.641095890410959,0.629032258064516
"39",381,1,0.660055533518445,0.675,0.591259640102828,0.668604651162791,0.627557980900409,0.671819262782402,0.616797900262467,0.643835616438356,0.630026809651475
"40",391,1,0.658865529551765,0.675,0.591731266149871,0.665697674418605,0.626538987688098,0.671819262782402,0.616797900262467,0.643835616438356,0.630026809651475
"41",401,1,0.661642205474018,0.676190476190476,0.59375,0.662790697674419,0.626373626373626,0.671819262782402,0.618037135278515,0.638356164383562,0.628032345013477
"42",411,1,0.662435541451805,0.673809523809524,0.590673575129534,0.662790697674419,0.624657534246575,0.67538644470868,0.622340425531915,0.641095890410959,0.631578947368421
"43",421,1,0.661642205474018,0.675,0.592207792207792,0.662790697674419,0.625514403292181,0.673008323424495,0.619047619047619,0.641095890410959,0.629878869448183
"44",431,1,0.660452201507338,0.672619047619048,0.591029023746702,0.651162790697674,0.619640387275242,0.673008323424495,0.620320855614973,0.635616438356164,0.62787550744249
"45",441,1,0.660452201507338,0.678571428571429,0.596354166666667,0.665697674418605,0.629120879120879,0.677764565992866,0.62303664921466,0.652054794520548,0.637215528781794
"46",451,1,0.661642205474018,0.676190476190476,0.59375,0.662790697674419,0.626373626373626,0.673008323424495,0.619047619047619,0.641095890410959,0.629878869448183
